date_key,full_date,year,quarter,month,month_name,week_of_year,day_of_month,day_of_week,is_weekend
20220722,2022-07-22,2022,3,7,July,29,22,6,false
20220723,2022-07-23,2022,3,7,July,29,23,7,true
20220724,2022-07-24,2022,3,7,July,29,24,1,true
20220725,2022-07-25,2022,3,7,July,30,25,2,false
20220726,2022-07-26,2022,3,7,July,30,26,3,false
20220727,2022-07-27,2022,3,7,July,30,27,4,false
20220728,2022-07-28,2022,3,7,July,30,28,5,false
20220729,2022-07-29,2022,3,7,July,30,29,6,false
20220730,2022-07-30,2022,3,7,July,30,30,7,true
20220731,2022-07-31,2022,3,7,July,30,31,1,true
20220801,2022-08-01,2022,3,8,August,31,1,2,false
20220802,2022-08-02,2022,3,8,August,31,2,3,false
20220803,2022-08-03,2022,3,8,August,31,3,4,false
20220804,2022-08-04,2022,3,8,August,31,4,5,false
20220805,2022-08-05,2022,3,8,August,31,5,6,false
20220806,2022-08-06,2022,3,8,August,31,6,7,true
20220807,2022-08-07,2022,3,8,August,31,7,1,true
20220808,2022-08-08,2022,3,8,August,32,8,2,false
20220809,2022-08-09,2022,3,8,August,32,9,3,false
20220810,2022-08-10,2022,3,8,August,32,10,4,false
20220811,2022-08-11,2022,3,8,August,32,11,5,false
20220812,2022-08-12,2022,3,8,August,32,12,6,false
20220813,2022-08-13,2022,3,8,August,32,13,7,true
20220814,2022-08-14,2022,3,8,August,32,14,1,true
20220815,2022-08-15,2022,3,8,August,33,15,2,false
20220816,2022-08-16,2022,3,8,August,33,16,3,false
20220817,2022-08-17,2022,3,8,August,33,17,4,false
20220818,2022-08-18,2022,3,8,August,33,18,5,false
20220819,2022-08-19,2022,3,8,August,33,19,6,false
20220820,2022-08-20,2022,3,8,August,33,20,7,true
20220821,2022-08-21,2022,3,8,August,33,21,1,true
20220822,2022-08-22,2022,3,8,August,34,22,2,false
20220823,2022-08-23,2022,3,8,August,34,23,3,false
20220824,2022-08-24,2022,3,8,August,34,24,4,false
20220825,2022-08-25,2022,3,8,August,34,25,5,false
20220826,2022-08-26,2022,3,8,August,34,26,6,false
20220827,2022-08-27,2022,3,8,August,34,27,7,true
20220828,2022-08-28,2022,3,8,August,34,28,1,true
20220829,2022-08-29,2022,3,8,August,35,29,2,false
20220830,2022-08-30,2022,3,8,August,35,30,3,false
20220831,2022-08-31,2022,3,8,August,35,31,4,false
20220901,2022-09-01,2022,3,9,September,35,1,5,false
20220902,2022-09-02,2022,3,9,September,35,2,6,false
20220903,2022-09-03,2022,3,9,September,35,3,7,true
20220904,2022-09-04,2022,3,9,September,35,4,1,true
20220905,2022-09-05,2022,3,9,September,36,5,2,false
20220906,2022-09-06,2022,3,9,September,36,6,3,false
20220907,2022-09-07,2022,3,9,September,36,7,4,false
20220908,2022-09-08,2022,3,9,September,36,8,5,false
20220909,2022-09-09,2022,3,9,September,36,9,6,false
20220910,2022-09-10,2022,3,9,September,36,10,7,true
20220911,2022-09-11,2022,3,9,September,36,11,1,true
20220912,2022-09-12,2022,3,9,September,37,12,2,false
20220913,2022-09-13,2022,3,9,September,37,13,3,false
20220914,2022-09-14,2022,3,9,September,37,14,4,false
20220915,2022-09-15,2022,3,9,September,37,15,5,false
20220916,2022-09-16,2022,3,9,September,37,16,6,false
20220917,2022-09-17,2022,3,9,September,37,17,7,true
20220918,2022-09-18,2022,3,9,September,37,18,1,true
20220919,2022-09-19,2022,3,9,September,38,19,2,false
20220920,2022-09-20,2022,3,9,September,38,20,3,false
20220921,2022-09-21,2022,3,9,September,38,21,4,false
20220922,2022-09-22,2022,3,9,September,38,22,5,false
20220923,2022-09-23,2022,3,9,September,38,23,6,false
20220924,2022-09-24,2022,3,9,September,38,24,7,true
20220925,2022-09-25,2022,3,9,September,38,25,1,true
20220926,2022-09-26,2022,3,9,September,39,26,2,false
20220927,2022-09-27,2022,3,9,September,39,27,3,false
20220928,2022-09-28,2022,3,9,September,39,28,4,false
20220929,2022-09-29,2022,3,9,September,39,29,5,false
20220930,2022-09-30,2022,3,9,September,39,30,6,false
20221001,2022-10-01,2022,4,10,October,39,1,7,true
20221002,2022-10-02,2022,4,10,October,39,2,1,true
20221003,2022-10-03,2022,4,10,October,40,3,2,false
20221004,2022-10-04,2022,4,10,October,40,4,3,false
20221005,2022-10-05,2022,4,10,October,40,5,4,false
20221006,2022-10-06,2022,4,10,October,40,6,5,false
20221007,2022-10-07,2022,4,10,October,40,7,6,false
20221008,2022-10-08,2022,4,10,October,40,8,7,true
20221009,2022-10-09,2022,4,10,October,40,9,1,true
20221010,2022-10-10,2022,4,10,October,41,10,2,false
20221011,2022-10-11,2022,4,10,October,41,11,3,false
20221012,2022-10-12,2022,4,10,October,41,12,4,false
20221013,2022-10-13,2022,4,10,October,41,13,5,false
20221014,2022-10-14,2022,4,10,October,41,14,6,false
20221015,2022-10-15,2022,4,10,October,41,15,7,true
20221016,2022-10-16,2022,4,10,October,41,16,1,true
20221017,2022-10-17,2022,4,10,October,42,17,2,false
20221018,2022-10-18,2022,4,10,October,42,18,3,false
20221019,2022-10-19,2022,4,10,October,42,19,4,false
20221020,2022-10-20,2022,4,10,October,42,20,5,false
20221021,2022-10-21,2022,4,10,October,42,21,6,false
20221022,2022-10-22,2022,4,10,October,42,22,7,true
20221023,2022-10-23,2022,4,10,October,42,23,1,true
20221024,2022-10-24,2022,4,10,October,43,24,2,false
20221025,2022-10-25,2022,4,10,October,43,25,3,false
20221026,2022-10-26,2022,4,10,October,43,26,4,false
20221027,2022-10-27,2022,4,10,October,43,27,5,false
20221028,2022-10-28,2022,4,10,October,43,28,6,false
20221029,2022-10-29,2022,4,10,October,43,29,7,true
20221030,2022-10-30,2022,4,10,October,43,30,1,true
20221031,2022-10-31,2022,4,10,October,44,31,2,false
20221101,2022-11-01,2022,4,11,November,44,1,3,false
20221102,2022-11-02,2022,4,11,November,44,2,4,false
20221103,2022-11-03,2022,4,11,November,44,3,5,false
20221104,2022-11-04,2022,4,11,November,44,4,6,false
20221105,2022-11-05,2022,4,11,November,44,5,7,true
20221106,2022-11-06,2022,4,11,November,44,6,1,true
20221107,2022-11-07,2022,4,11,November,45,7,2,false
20221108,2022-11-08,2022,4,11,November,45,8,3,false
20221109,2022-11-09,2022,4,11,November,45,9,4,false
20221110,2022-11-10,2022,4,11,November,45,10,5,false
20221111,2022-11-11,2022,4,11,November,45,11,6,false
20221112,2022-11-12,2022,4,11,November,45,12,7,true
20221113,2022-11-13,2022,4,11,November,45,13,1,true
20221114,2022-11-14,2022,4,11,November,46,14,2,false
20221115,2022-11-15,2022,4,11,November,46,15,3,false
20221116,2022-11-16,2022,4,11,November,46,16,4,false
20221117,2022-11-17,2022,4,11,November,46,17,5,false
20221118,2022-11-18,2022,4,11,November,46,18,6,false
20221119,2022-11-19,2022,4,11,November,46,19,7,true
20221120,2022-11-20,2022,4,11,November,46,20,1,true
20221121,2022-11-21,2022,4,11,November,47,21,2,false
20221122,2022-11-22,2022,4,11,November,47,22,3,false
20221123,2022-11-23,2022,4,11,November,47,23,4,false
20221124,2022-11-24,2022,4,11,November,47,24,5,false
20221125,2022-11-25,2022,4,11,November,47,25,6,false
20221126,2022-11-26,2022,4,11,November,47,26,7,true
20221127,2022-11-27,2022,4,11,November,47,27,1,true
20221128,2022-11-28,2022,4,11,November,48,28,2,false
20221129,2022-11-29,2022,4,11,November,48,29,3,false
20221130,2022-11-30,2022,4,11,November,48,30,4,false
20221201,2022-12-01,2022,4,12,December,48,1,5,false
20221202,2022-12-02,2022,4,12,December,48,2,6,false
20221203,2022-12-03,2022,4,12,December,48,3,7,true
20221204,2022-12-04,2022,4,12,December,48,4,1,true
20221205,2022-12-05,2022,4,12,December,49,5,2,false
20221206,2022-12-06,2022,4,12,December,49,6,3,false
20221207,2022-12-07,2022,4,12,December,49,7,4,false
20221208,2022-12-08,2022,4,12,December,49,8,5,false
20221209,2022-12-09,2022,4,12,December,49,9,6,false
20221210,2022-12-10,2022,4,12,December,49,10,7,true
20221211,2022-12-11,2022,4,12,December,49,11,1,true
20221212,2022-12-12,2022,4,12,December,50,12,2,false
20221213,2022-12-13,2022,4,12,December,50,13,3,false
20221214,2022-12-14,2022,4,12,December,50,14,4,false
20221215,2022-12-15,2022,4,12,December,50,15,5,false
20221216,2022-12-16,2022,4,12,December,50,16,6,false
20221217,2022-12-17,2022,4,12,December,50,17,7,true
20221218,2022-12-18,2022,4,12,December,50,18,1,true
20221219,2022-12-19,2022,4,12,December,51,19,2,false
20221220,2022-12-20,2022,4,12,December,51,20,3,false
20221221,2022-12-21,2022,4,12,December,51,21,4,false
20221222,2022-12-22,2022,4,12,December,51,22,5,false
20221223,2022-12-23,2022,4,12,December,51,23,6,false
20221224,2022-12-24,2022,4,12,December,51,24,7,true
20221225,2022-12-25,2022,4,12,December,51,25,1,true
20221226,2022-12-26,2022,4,12,December,52,26,2,false
20221227,2022-12-27,2022,4,12,December,52,27,3,false
20221228,2022-12-28,2022,4,12,December,52,28,4,false
20221229,2022-12-29,2022,4,12,December,52,29,5,false
20221230,2022-12-30,2022,4,12,December,52,30,6,false
20221231,2022-12-31,2022,4,12,December,52,31,7,true
20230101,2023-01-01,2023,1,1,January,52,1,1,true
20230102,2023-01-02,2023,1,1,January,1,2,2,false
20230103,2023-01-03,2023,1,1,January,1,3,3,false
20230104,2023-01-04,2023,1,1,January,1,4,4,false
20230105,2023-01-05,2023,1,1,January,1,5,5,false
20230106,2023-01-06,2023,1,1,January,1,6,6,false
20230107,2023-01-07,2023,1,1,January,1,7,7,true
20230108,2023-01-08,2023,1,1,January,1,8,1,true
20230109,2023-01-09,2023,1,1,January,2,9,2,false
20230110,2023-01-10,2023,1,1,January,2,10,3,false
20230111,2023-01-11,2023,1,1,January,2,11,4,false
20230112,2023-01-12,2023,1,1,January,2,12,5,false
20230113,2023-01-13,2023,1,1,January,2,13,6,false
20230114,2023-01-14,2023,1,1,January,2,14,7,true
20230115,2023-01-15,2023,1,1,January,2,15,1,true
20230116,2023-01-16,2023,1,1,January,3,16,2,false
20230117,2023-01-17,2023,1,1,January,3,17,3,false
20230118,2023-01-18,2023,1,1,January,3,18,4,false
20230119,2023-01-19,2023,1,1,January,3,19,5,false
20230120,2023-01-20,2023,1,1,January,3,20,6,false
20230121,2023-01-21,2023,1,1,January,3,21,7,true
20230122,2023-01-22,2023,1,1,January,3,22,1,true
20230123,2023-01-23,2023,1,1,January,4,23,2,false
20230124,2023-01-24,2023,1,1,January,4,24,3,false
20230125,2023-01-25,2023,1,1,January,4,25,4,false
20230126,2023-01-26,2023,1,1,January,4,26,5,false
20230127,2023-01-27,2023,1,1,January,4,27,6,false
20230128,2023-01-28,2023,1,1,January,4,28,7,true
20230129,2023-01-29,2023,1,1,January,4,29,1,true
20230130,2023-01-30,2023,1,1,January,5,30,2,false
20230131,2023-01-31,2023,1,1,January,5,31,3,false
20230201,2023-02-01,2023,1,2,February,5,1,4,false
20230202,2023-02-02,2023,1,2,February,5,2,5,false
20230203,2023-02-03,2023,1,2,February,5,3,6,false
20230204,2023-02-04,2023,1,2,February,5,4,7,true
20230205,2023-02-05,2023,1,2,February,5,5,1,true
20230206,2023-02-06,2023,1,2,February,6,6,2,false
20230207,2023-02-07,2023,1,2,February,6,7,3,false
20230208,2023-02-08,2023,1,2,February,6,8,4,false
20230209,2023-02-09,2023,1,2,February,6,9,5,false
20230210,2023-02-10,2023,1,2,February,6,10,6,false
20230211,2023-02-11,2023,1,2,February,6,11,7,true
20230212,2023-02-12,2023,1,2,February,6,12,1,true
20230213,2023-02-13,2023,1,2,February,7,13,2,false
20230214,2023-02-14,2023,1,2,February,7,14,3,false
20230215,2023-02-15,2023,1,2,February,7,15,4,false
20230216,2023-02-16,2023,1,2,February,7,16,5,false
20230217,2023-02-17,2023,1,2,February,7,17,6,false
20230218,2023-02-18,2023,1,2,February,7,18,7,true
20230219,2023-02-19,2023,1,2,February,7,19,1,true
20230220,2023-02-20,2023,1,2,February,8,20,2,false
20230221,2023-02-21,2023,1,2,February,8,21,3,false
20230222,2023-02-22,2023,1,2,February,8,22,4,false
20230223,2023-02-23,2023,1,2,February,8,23,5,false
20230224,2023-02-24,2023,1,2,February,8,24,6,false
20230225,2023-02-25,2023,1,2,February,8,25,7,true
20230226,2023-02-26,2023,1,2,February,8,26,1,true
20230227,2023-02-27,2023,1,2,February,9,27,2,false
20230228,2023-02-28,2023,1,2,February,9,28,3,false
20230301,2023-03-01,2023,1,3,March,9,1,4,false
20230302,2023-03-02,2023,1,3,March,9,2,5,false
20230303,2023-03-03,2023,1,3,March,9,3,6,false
20230304,2023-03-04,2023,1,3,March,9,4,7,true
20230305,2023-03-05,2023,1,3,March,9,5,1,true
20230306,2023-03-06,2023,1,3,March,10,6,2,false
20230307,2023-03-07,2023,1,3,March,10,7,3,false
20230308,2023-03-08,2023,1,3,March,10,8,4,false
20230309,2023-03-09,2023,1,3,March,10,9,5,false
20230310,2023-03-10,2023,1,3,March,10,10,6,false
20230311,2023-03-11,2023,1,3,March,10,11,7,true
20230312,2023-03-12,2023,1,3,March,10,12,1,true
20230313,2023-03-13,2023,1,3,March,11,13,2,false
20230314,2023-03-14,2023,1,3,March,11,14,3,false
20230315,2023-03-15,2023,1,3,March,11,15,4,false
20230316,2023-03-16,2023,1,3,March,11,16,5,false
20230317,2023-03-17,2023,1,3,March,11,17,6,false
20230318,2023-03-18,2023,1,3,March,11,18,7,true
20230319,2023-03-19,2023,1,3,March,11,19,1,true
20230320,2023-03-20,2023,1,3,March,12,20,2,false
20230321,2023-03-21,2023,1,3,March,12,21,3,false
20230322,2023-03-22,2023,1,3,March,12,22,4,false
20230323,2023-03-23,2023,1,3,March,12,23,5,false
20230324,2023-03-24,2023,1,3,March,12,24,6,false
20230325,2023-03-25,2023,1,3,March,12,25,7,true
20230326,2023-03-26,2023,1,3,March,12,26,1,true
20230327,2023-03-27,2023,1,3,March,13,27,2,false
20230328,2023-03-28,2023,1,3,March,13,28,3,false
20230329,2023-03-29,2023,1,3,March,13,29,4,false
20230330,2023-03-30,2023,1,3,March,13,30,5,false
20230331,2023-03-31,2023,1,3,March,13,31,6,false
20230401,2023-04-01,2023,2,4,April,13,1,7,true
20230402,2023-04-02,2023,2,4,April,13,2,1,true
20230403,2023-04-03,2023,2,4,April,14,3,2,false
20230404,2023-04-04,2023,2,4,April,14,4,3,false
20230405,2023-04-05,2023,2,4,April,14,5,4,false
20230406,2023-04-06,2023,2,4,April,14,6,5,false
20230407,2023-04-07,2023,2,4,April,14,7,6,false
20230408,2023-04-08,2023,2,4,April,14,8,7,true
20230409,2023-04-09,2023,2,4,April,14,9,1,true
20230410,2023-04-10,2023,2,4,April,15,10,2,false
20230411,2023-04-11,2023,2,4,April,15,11,3,false
20230412,2023-04-12,2023,2,4,April,15,12,4,false
20230413,2023-04-13,2023,2,4,April,15,13,5,false
20230414,2023-04-14,2023,2,4,April,15,14,6,false
20230415,2023-04-15,2023,2,4,April,15,15,7,true
20230416,2023-04-16,2023,2,4,April,15,16,1,true
20230417,2023-04-17,2023,2,4,April,16,17,2,false
20230418,2023-04-18,2023,2,4,April,16,18,3,false
20230419,2023-04-19,2023,2,4,April,16,19,4,false
20230420,2023-04-20,2023,2,4,April,16,20,5,false
20230421,2023-04-21,2023,2,4,April,16,21,6,false
20230422,2023-04-22,2023,2,4,April,16,22,7,true
20230423,2023-04-23,2023,2,4,April,16,23,1,true
20230424,2023-04-24,2023,2,4,April,17,24,2,false
20230425,2023-04-25,2023,2,4,April,17,25,3,false
20230426,2023-04-26,2023,2,4,April,17,26,4,false
20230427,2023-04-27,2023,2,4,April,17,27,5,false
20230428,2023-04-28,2023,2,4,April,17,28,6,false
20230429,2023-04-29,2023,2,4,April,17,29,7,true
20230430,2023-04-30,2023,2,4,April,17,30,1,true
20230501,2023-05-01,2023,2,5,May,18,1,2,false
20230502,2023-05-02,2023,2,5,May,18,2,3,false
20230503,2023-05-03,2023,2,5,May,18,3,4,false
20230504,2023-05-04,2023,2,5,May,18,4,5,false
20230505,2023-05-05,2023,2,5,May,18,5,6,false
20230506,2023-05-06,2023,2,5,May,18,6,7,true
20230507,2023-05-07,2023,2,5,May,18,7,1,true
20230508,2023-05-08,2023,2,5,May,19,8,2,false
20230509,2023-05-09,2023,2,5,May,19,9,3,false
20230510,2023-05-10,2023,2,5,May,19,10,4,false
20230511,2023-05-11,2023,2,5,May,19,11,5,false
20230512,2023-05-12,2023,2,5,May,19,12,6,false
20230513,2023-05-13,2023,2,5,May,19,13,7,true
20230514,2023-05-14,2023,2,5,May,19,14,1,true
20230515,2023-05-15,2023,2,5,May,20,15,2,false
20230516,2023-05-16,2023,2,5,May,20,16,3,false
20230517,2023-05-17,2023,2,5,May,20,17,4,false
20230518,2023-05-18,2023,2,5,May,20,18,5,false
20230519,2023-05-19,2023,2,5,May,20,19,6,false
20230520,2023-05-20,2023,2,5,May,20,20,7,true
20230521,2023-05-21,2023,2,5,May,20,21,1,true
20230522,2023-05-22,2023,2,5,May,21,22,2,false
20230523,2023-05-23,2023,2,5,May,21,23,3,false
20230524,2023-05-24,2023,2,5,May,21,24,4,false
20230525,2023-05-25,2023,2,5,May,21,25,5,false
20230526,2023-05-26,2023,2,5,May,21,26,6,false
20230527,2023-05-27,2023,2,5,May,21,27,7,true
20230528,2023-05-28,2023,2,5,May,21,28,1,true
20230529,2023-05-29,2023,2,5,May,22,29,2,false
20230530,2023-05-30,2023,2,5,May,22,30,3,false
20230531,2023-05-31,2023,2,5,May,22,31,4,false
20230601,2023-06-01,2023,2,6,June,22,1,5,false
20230602,2023-06-02,2023,2,6,June,22,2,6,false
20230603,2023-06-03,2023,2,6,June,22,3,7,true
20230604,2023-06-04,2023,2,6,June,22,4,1,true
20230605,2023-06-05,2023,2,6,June,23,5,2,false
20230606,2023-06-06,2023,2,6,June,23,6,3,false
20230607,2023-06-07,2023,2,6,June,23,7,4,false
20230608,2023-06-08,2023,2,6,June,23,8,5,false
20230609,2023-06-09,2023,2,6,June,23,9,6,false
20230610,2023-06-10,2023,2,6,June,23,10,7,true
20230611,2023-06-11,2023,2,6,June,23,11,1,true
20230612,2023-06-12,2023,2,6,June,24,12,2,false
20230613,2023-06-13,2023,2,6,June,24,13,3,false
20230614,2023-06-14,2023,2,6,June,24,14,4,false
20230615,2023-06-15,2023,2,6,June,24,15,5,false
20230616,2023-06-16,2023,2,6,June,24,16,6,false
20230617,2023-06-17,2023,2,6,June,24,17,7,true
20230618,2023-06-18,2023,2,6,June,24,18,1,true
20230619,2023-06-19,2023,2,6,June,25,19,2,false
20230620,2023-06-20,2023,2,6,June,25,20,3,false
20230621,2023-06-21,2023,2,6,June,25,21,4,false
20230622,2023-06-22,2023,2,6,June,25,22,5,false
20230623,2023-06-23,2023,2,6,June,25,23,6,false
20230624,2023-06-24,2023,2,6,June,25,24,7,true
20230625,2023-06-25,2023,2,6,June,25,25,1,true
20230626,2023-06-26,2023,2,6,June,26,26,2,false
20230627,2023-06-27,2023,2,6,June,26,27,3,false
20230628,2023-06-28,2023,2,6,June,26,28,4,false
20230629,2023-06-29,2023,2,6,June,26,29,5,false
20230630,2023-06-30,2023,2,6,June,26,30,6,false
20230701,2023-07-01,2023,3,7,July,26,1,7,true
20230702,2023-07-02,2023,3,7,July,26,2,1,true
20230703,2023-07-03,2023,3,7,July,27,3,2,false
20230704,2023-07-04,2023,3,7,July,27,4,3,false
20230705,2023-07-05,2023,3,7,July,27,5,4,false
20230706,2023-07-06,2023,3,7,July,27,6,5,false
20230707,2023-07-07,2023,3,7,July,27,7,6,false
20230708,2023-07-08,2023,3,7,July,27,8,7,true
20230709,2023-07-09,2023,3,7,July,27,9,1,true
20230710,2023-07-10,2023,3,7,July,28,10,2,false
20230711,2023-07-11,2023,3,7,July,28,11,3,false
20230712,2023-07-12,2023,3,7,July,28,12,4,false
20230713,2023-07-13,2023,3,7,July,28,13,5,false
20230714,2023-07-14,2023,3,7,July,28,14,6,false
20230715,2023-07-15,2023,3,7,July,28,15,7,true
20230716,2023-07-16,2023,3,7,July,28,16,1,true
20230717,2023-07-17,2023,3,7,July,29,17,2,false
20230718,2023-07-18,2023,3,7,July,29,18,3,false
20230719,2023-07-19,2023,3,7,July,29,19,4,false
20230720,2023-07-20,2023,3,7,July,29,20,5,false
20230721,2023-07-21,2023,3,7,July,29,21,6,false
20230722,2023-07-22,2023,3,7,July,29,22,7,true
20230723,2023-07-23,2023,3,7,July,29,23,1,true
20230724,2023-07-24,2023,3,7,July,30,24,2,false
20230725,2023-07-25,2023,3,7,July,30,25,3,false
20230726,2023-07-26,2023,3,7,July,30,26,4,false
20230727,2023-07-27,2023,3,7,July,30,27,5,false
20230728,2023-07-28,2023,3,7,July,30,28,6,false
20230729,2023-07-29,2023,3,7,July,30,29,7,true
20230730,2023-07-30,2023,3,7,July,30,30,1,true
20230731,2023-07-31,2023,3,7,July,31,31,2,false
20230801,2023-08-01,2023,3,8,August,31,1,3,false
20230802,2023-08-02,2023,3,8,August,31,2,4,false
20230803,2023-08-03,2023,3,8,August,31,3,5,false
20230804,2023-08-04,2023,3,8,August,31,4,6,false
20230805,2023-08-05,2023,3,8,August,31,5,7,true
20230806,2023-08-06,2023,3,8,August,31,6,1,true
20230807,2023-08-07,2023,3,8,August,32,7,2,false
20230808,2023-08-08,2023,3,8,August,32,8,3,false
20230809,2023-08-09,2023,3,8,August,32,9,4,false
20230810,2023-08-10,2023,3,8,August,32,10,5,false
20230811,2023-08-11,2023,3,8,August,32,11,6,false
20230812,2023-08-12,2023,3,8,August,32,12,7,true
20230813,2023-08-13,2023,3,8,August,32,13,1,true
20230814,2023-08-14,2023,3,8,August,33,14,2,false
20230815,2023-08-15,2023,3,8,August,33,15,3,false
20230816,2023-08-16,2023,3,8,August,33,16,4,false
20230817,2023-08-17,2023,3,8,August,33,17,5,false
20230818,2023-08-18,2023,3,8,August,33,18,6,false
20230819,2023-08-19,2023,3,8,August,33,19,7,true
20230820,2023-08-20,2023,3,8,August,33,20,1,true
20230821,2023-08-21,2023,3,8,August,34,21,2,false
20230822,2023-08-22,2023,3,8,August,34,22,3,false
20230823,2023-08-23,2023,3,8,August,34,23,4,false
20230824,2023-08-24,2023,3,8,August,34,24,5,false
20230825,2023-08-25,2023,3,8,August,34,25,6,false
20230826,2023-08-26,2023,3,8,August,34,26,7,true
20230827,2023-08-27,2023,3,8,August,34,27,1,true
20230828,2023-08-28,2023,3,8,August,35,28,2,false
20230829,2023-08-29,2023,3,8,August,35,29,3,false
20230830,2023-08-30,2023,3,8,August,35,30,4,false
20230831,2023-08-31,2023,3,8,August,35,31,5,false
20230901,2023-09-01,2023,3,9,September,35,1,6,false
20230902,2023-09-02,2023,3,9,September,35,2,7,true
20230903,2023-09-03,2023,3,9,September,35,3,1,true
20230904,2023-09-04,2023,3,9,September,36,4,2,false
20230905,2023-09-05,2023,3,9,September,36,5,3,false
20230906,2023-09-06,2023,3,9,September,36,6,4,false
20230907,2023-09-07,2023,3,9,September,36,7,5,false
20230908,2023-09-08,2023,3,9,September,36,8,6,false
20230909,2023-09-09,2023,3,9,September,36,9,7,true
20230910,2023-09-10,2023,3,9,September,36,10,1,true
20230911,2023-09-11,2023,3,9,September,37,11,2,false
20230912,2023-09-12,2023,3,9,September,37,12,3,false
20230913,2023-09-13,2023,3,9,September,37,13,4,false
20230914,2023-09-14,2023,3,9,September,37,14,5,false
20230915,2023-09-15,2023,3,9,September,37,15,6,false
20230916,2023-09-16,2023,3,9,September,37,16,7,true
20230917,2023-09-17,2023,3,9,September,37,17,1,true
20230918,2023-09-18,2023,3,9,September,38,18,2,false
20230919,2023-09-19,2023,3,9,September,38,19,3,false
20230920,2023-09-20,2023,3,9,September,38,20,4,false
20230921,2023-09-21,2023,3,9,September,38,21,5,false
20230922,2023-09-22,2023,3,9,September,38,22,6,false
20230923,2023-09-23,2023,3,9,September,38,23,7,true
20230924,2023-09-24,2023,3,9,September,38,24,1,true
20230925,2023-09-25,2023,3,9,September,39,25,2,false
20230926,2023-09-26,2023,3,9,September,39,26,3,false
20230927,2023-09-27,2023,3,9,September,39,27,4,false
20230928,2023-09-28,2023,3,9,September,39,28,5,false
20230929,2023-09-29,2023,3,9,September,39,29,6,false
20230930,2023-09-30,2023,3,9,September,39,30,7,true
20231001,2023-10-01,2023,4,10,October,39,1,1,true
20231002,2023-10-02,2023,4,10,October,40,2,2,false
20231003,2023-10-03,2023,4,10,October,40,3,3,false
20231004,2023-10-04,2023,4,10,October,40,4,4,false
20231005,2023-10-05,2023,4,10,October,40,5,5,false
20231006,2023-10-06,2023,4,10,October,40,6,6,false
20231007,2023-10-07,2023,4,10,October,40,7,7,true
20231008,2023-10-08,2023,4,10,October,40,8,1,true
20231009,2023-10-09,2023,4,10,October,41,9,2,false
20231010,2023-10-10,2023,4,10,October,41,10,3,false
20231011,2023-10-11,2023,4,10,October,41,11,4,false
20231012,2023-10-12,2023,4,10,October,41,12,5,false
20231013,2023-10-13,2023,4,10,October,41,13,6,false
20231014,2023-10-14,2023,4,10,October,41,14,7,true
20231015,2023-10-15,2023,4,10,October,41,15,1,true
20231016,2023-10-16,2023,4,10,October,42,16,2,false
20231017,2023-10-17,2023,4,10,October,42,17,3,false
20231018,2023-10-18,2023,4,10,October,42,18,4,false
20231019,2023-10-19,2023,4,10,October,42,19,5,false
20231020,2023-10-20,2023,4,10,October,42,20,6,false
20231021,2023-10-21,2023,4,10,October,42,21,7,true
20231022,2023-10-22,2023,4,10,October,42,22,1,true
20231023,2023-10-23,2023,4,10,October,43,23,2,false
20231024,2023-10-24,2023,4,10,October,43,24,3,false
20231025,2023-10-25,2023,4,10,October,43,25,4,false
20231026,2023-10-26,2023,4,10,October,43,26,5,false
20231027,2023-10-27,2023,4,10,October,43,27,6,false
20231028,2023-10-28,2023,4,10,October,43,28,7,true
20231029,2023-10-29,2023,4,10,October,43,29,1,true
20231030,2023-10-30,2023,4,10,October,44,30,2,false
20231031,2023-10-31,2023,4,10,October,44,31,3,false
20231101,2023-11-01,2023,4,11,November,44,1,4,false
20231102,2023-11-02,2023,4,11,November,44,2,5,false
20231103,2023-11-03,2023,4,11,November,44,3,6,false
20231104,2023-11-04,2023,4,11,November,44,4,7,true
20231105,2023-11-05,2023,4,11,November,44,5,1,true
20231106,2023-11-06,2023,4,11,November,45,6,2,false
20231107,2023-11-07,2023,4,11,November,45,7,3,false
20231108,2023-11-08,2023,4,11,November,45,8,4,false
20231109,2023-11-09,2023,4,11,November,45,9,5,false
20231110,2023-11-10,2023,4,11,November,45,10,6,false
20231111,2023-11-11,2023,4,11,November,45,11,7,true
20231112,2023-11-12,2023,4,11,November,45,12,1,true
20231113,2023-11-13,2023,4,11,November,46,13,2,false
20231114,2023-11-14,2023,4,11,November,46,14,3,false
20231115,2023-11-15,2023,4,11,November,46,15,4,false
20231116,2023-11-16,2023,4,11,November,46,16,5,false
20231117,2023-11-17,2023,4,11,November,46,17,6,false
20231118,2023-11-18,2023,4,11,November,46,18,7,true
20231119,2023-11-19,2023,4,11,November,46,19,1,true
20231120,2023-11-20,2023,4,11,November,47,20,2,false
20231121,2023-11-21,2023,4,11,November,47,21,3,false
20231122,2023-11-22,2023,4,11,November,47,22,4,false
20231123,2023-11-23,2023,4,11,November,47,23,5,false
20231124,2023-11-24,2023,4,11,November,47,24,6,false
20231125,2023-11-25,2023,4,11,November,47,25,7,true
20231126,2023-11-26,2023,4,11,November,47,26,1,true
20231127,2023-11-27,2023,4,11,November,48,27,2,false
20231128,2023-11-28,2023,4,11,November,48,28,3,false
20231129,2023-11-29,2023,4,11,November,48,29,4,false
20231130,2023-11-30,2023,4,11,November,48,30,5,false
20231201,2023-12-01,2023,4,12,December,48,1,6,false
