seller_id,seller_name,sell_product_category,reg_date,active_status,city,state,source_file,time_stamp,processed_timestamp
SELL02515,Choudhry Group,"beauty, clothing",2022-03-31,Inactive,Katni,Karnataka,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02516,Kant PLC,"beauty, sports",2023-04-20,Active,Dhule,Tamil Nadu,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02517,Nayak-Pau,Electronics,2023-12-10,Active,Thanjavur,Maharashtra,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02518,Murthy-Setty,sports,2022-03-06,Inactive,Kakinada,Maharashtra,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02519,Choudhary-Kumar,"home, sports",2023-11-05,Active,Mathura,Assam,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02520,Dugal-Soni,"beauty, Furniture",2022-01-25,Inactive,Pallavaram,Arunachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02521,"Lall, Yadav and Lad",Electronics,2026-01-09,Inactive,Medininagar,Sikkim,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02522,"Sachar, Balay and Sehgal",clothing,2025-01-26,Active,Kadapa,Karnataka,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02523,Malhotra-Mody,"beauty, clothing",2023-07-16,Inactive,Ulhasnagar,Rajasthan,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02524,Shanker Group,"Electronics, beauty",2024-03-25,Inactive,Anantapur,Andhra Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02525,Tara-Munshi,Furniture,2023-08-01,Active,Jamalpur,Punjab,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02526,Radhakrishnan Ltd,"Electronics, home",2022-06-04,Inactive,Chittoor,Uttar Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02527,Wagle-Singhal,"home, beauty",2024-04-25,Active,Etawah,Arunachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02528,Muni Inc,"clothing, home",2022-11-26,Inactive,Phagwara,Odisha,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02529,"Sagar, Palan and Tandon",home,2024-09-07,Active,Buxar,Arunachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02530,"Tandon, Doctor and Pandya",sports,2025-02-22,Inactive,Kulti,Himachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02531,Mukhopadhyay-Banik,beauty,2025-02-19,Active,Erode,Rajasthan,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02532,Bakshi Group,"sports, beauty",2021-04-27,Active,Durg,Jharkhand,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02533,Walla-Mani,Furniture,2025-02-02,Active,Ghaziabad,Goa,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02534,Saha LLC,"sports, Electronics",2021-10-03,Active,Narasaraopet,Bihar,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02535,Garde LLC,home,2022-07-01,Inactive,Guna,Arunachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02536,Mistry-Chad,beauty,2023-10-18,Active,Medininagar,Arunachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02537,Raghavan LLC,"home, sports",2021-09-15,Inactive,Eluru,Karnataka,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02538,Bobal-Sunder,beauty,2026-02-08,Active,Motihari,Assam,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02539,"Palan, Kaul and Dara",Electronics,2025-01-11,Inactive,Bidhannagar,Uttar Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02540,"Bains, Rajagopalan and Krishna","sports, clothing",2026-03-07,Active,Guntur,Odisha,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02541,"Kuruvilla, Rau and Ganesan",sports,2021-12-02,Active,Kollam,Gujarat,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02542,Kannan-Chaudhuri,"beauty, Electronics",2024-02-29,Inactive,Purnia,Telangana,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02543,Shah-Bhardwaj,"Furniture, Electronics",2025-12-13,Inactive,Kavali,Uttar Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02544,Kapur-Doshi,"home, Furniture",2021-06-03,Active,Kavali,Goa,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02545,Shetty and Sons,home,2026-01-30,Inactive,Udaipur,Odisha,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02546,"Mangat, Jayaraman and Aurora",Electronics,2023-11-26,Active,Tiruppur,Punjab,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02548,"Bobal, Sibal and Sharaf",Electronics,2022-02-09,Active,Hospet,Goa,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02549,"Majumdar, Shah and Hari","sports, beauty",2025-11-17,Active,Tirunelveli,Manipur,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02550,"Dara, Dugal and Bhat","home, sports",2025-11-23,Inactive,Tiruchirappalli,Manipur,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02551,Agrawal Group,beauty,2022-02-12,Inactive,North Dumdum,Odisha,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02552,"Kuruvilla, Nagy and Kanda","beauty, clothing",2021-06-19,Active,Haldia,Odisha,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02553,Setty PLC,Furniture,2025-05-18,Active,Bally,Arunachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02554,Khurana-Sehgal,"home, sports",2025-09-29,Inactive,Bhatpara,Himachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02555,Balan Group,home,2025-05-20,inactive,Bidar,Haryana,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02556,"Date, Hegde and Babu","home, beauty",2025-02-25,inactive,Kurnool,Uttar Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02557,"Sodhi, Minhas and Chauhan","clothing, Electronics",2023-06-08,Inactive,Muzaffarnagar,Mizoram,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02558,"Setty, Raval and Minhas","home, Electronics",2024-05-24,Active,Srikakulam,Maharashtra,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02559,Sarma-Bal,"sports, clothing",2023-02-22,Active,Bharatpur,Uttar Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02560,Sem-Nair,sports,2025-06-24,Active,Alappuzha,Punjab,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02561,Pillai Group,"sports, home",2022-07-08,Inactive,Belgaum,Assam,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02562,"Dugar, Suri and Pau","home, Furniture",2022-06-27,Active,Bhiwandi,Goa,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02563,"Johal, Ahluwalia and Acharya","beauty, sports",2025-06-09,Inactive,Ramgarh,Sikkim,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02564,"Sidhu, Mittal and Chakrabarti","Electronics, home",2025-10-09,Active,Ozhukarai,Gujarat,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02565,Saran-Barman,home,2025-05-14,Active,Chandrapur,Maharashtra,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02566,"Vyas, Kalla and Toor","clothing, Furniture",2024-10-05,,Latur,Sikkim,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02567,Ramesh-Lalla,"sports, Electronics",2022-07-12,Inactive,Tiruvottiyur,Tamil Nadu,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02568,"Thakur, Konda and Desai","Furniture, home",2025-10-10,Active,Siwan,Bihar,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02569,"Balasubramanian, Sarkar and Saxena",clothing,2022-02-22,Inactive,Aurangabad,Telangana,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02570,Gera Inc,sports,2026-02-12,Active,Bhubaneswar,Uttar Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02571,Upadhyay-Bora,Electronics,2021-05-19,Inactive,Jamalpur,Madhya Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02572,Randhawa-Rajagopalan,Furniture,2023-05-04,Inactive,Karaikudi,Uttarakhand,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02573,Mutti PLC,Electronics,2026-03-03,Active,Bhopal,Odisha,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02574,"Bedi, Narang and Deshpande",beauty,2023-07-30,Inactive,Darbhanga,Maharashtra,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02575,Venkataraman Ltd,"Electronics, beauty",2022-12-11,Active,Chennai,West Bengal,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02576,Prakash-Maharaj,"beauty, Electronics",2024-03-08,Active,Kottayam,Sikkim,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02577,"Sane, Boase and Karan","sports, clothing",2023-09-04,Inactive,Rewa,Karnataka,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02578,Kanda-Arora,"Electronics, sports",2023-06-20,Active,Panipat,Assam,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02579,"Tara, Oommen and Garg",home,2023-12-02,Active,Mumbai,Jharkhand,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02580,"Sem, Magar and Setty",Electronics,2024-12-13,Inactive,Durg,Maharashtra,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02581,"Pillay, Raghavan and Mangat","home, beauty",2025-10-06,Inactive,Raebareli,Assam,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02582,Buch Inc,clothing,2022-06-08,Inactive,Parbhani,Assam,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02583,Magar-Badal,sports,2022-11-26,Active,Khammam,Uttar Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02584,Brar-Bains,home,2024-12-02,Active,Silchar,Nagaland,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02585,Chad-Bhasin,"clothing, home",2021-06-07,Active,Baranagar,Andhra Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02586,Sani Ltd,"home, sports",2025-10-14,Inactive,Bilaspur,Andhra Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02587,Kari-Nagarajan,clothing,2022-12-09,Inactive,South Dumdum,Rajasthan,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02588,Karpe-Barad,"beauty, Furniture",2023-04-18,Inactive,Kurnool,Mizoram,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02589,Ramakrishnan-Sandal,"home, Furniture",2023-03-24,Inactive,Sasaram,Madhya Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02590,"Misra, Sem and Kalita","Furniture, home",2025-01-03,Inactive,Guna,Meghalaya,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02591,Devi Group,Electronics,2022-12-11,Inactive,Rajpur Sonarpur,Haryana,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02592,"Luthra, Lal and Raja",clothing,2023-10-10,Inactive,Tiruvottiyur,West Bengal,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02593,Bajaj-Arya,"Electronics, home",2023-01-28,Inactive,Purnia,Goa,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02594,"Palla, Natt and Sarna",sports,2022-09-29,Inactive,Udupi,Assam,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02595,Sridhar-Lal,home,2024-04-07,Inactive,Sri Ganganagar,Himachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02596,Kalla Group,Furniture,2024-05-10,Inactive,Warangal,Telangana,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02597,Khosla-Kata,clothing,2026-03-01,Inactive,Mysore,Tripura,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02598,Mukhopadhyay Inc,"clothing, Electronics",2025-09-12,Inactive,Raebareli,Chhattisgarh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02599,Handa-Swaminathan,"Electronics, sports",2023-01-01,Active,Latur,Maharashtra,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02600,"Bassi, Goswami and Grover",sports,2024-05-26,Active,Satna,Gujarat,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02601,Dhaliwal-Sant,Furniture,2023-01-02,Active,Erode,Chhattisgarh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02602,Das-Sampath,"beauty, clothing",2021-12-14,Active,Raiganj,West Bengal,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02603,Mitra LLC,"Furniture, sports",2022-03-09,Active,Mira-Bhayandar,Goa,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02604,Sankaran-Shroff,sports,2026-02-11,Inactive,Gaya,Goa,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02605,Vora and Sons,home,2025-02-25,Active,Vijayawada,Tamil Nadu,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02606,"Sagar, Gade and Sandal",sports,2022-08-11,Active,Kanpur,Tripura,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02607,"Manda, Korpal and Jaggi",Electronics,2025-07-24,Inactive,Vadodara,Uttarakhand,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02608,Pathak-Kothari,"home, clothing",2025-07-26,Inactive,Naihati,Telangana,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02609,Bera Ltd,"Electronics, sports",2022-01-31,Inactive,Berhampore,Assam,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02610,"Chandra, Sahni and Agrawal","sports, home",2022-05-19,Inactive,Gwalior,Manipur,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02611,Suresh-Sha,"Furniture, beauty",2026-03-02,Active,Raurkela Industrial Township,Nagaland,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02612,"Rattan, Golla and Venkataraman","home, beauty",2025-12-06,Active,Kalyan-Dombivli,Haryana,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02613,Sastry-Solanki,Electronics,2023-04-19,Inactive,Jalandhar,Kerala,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02614,"Dayal, Ghosh and Walla",Furniture,2022-12-16,Inactive,Chinsurah,Assam,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02615,Anand Group,"Electronics, Furniture",2024-09-12,Inactive,Gandhinagar,Meghalaya,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02616,"Oza, Nori and Date","clothing, home",2022-10-20,Active,Vijayanagaram,Bihar,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02617,Kohli Inc,home,2022-05-13,Active,Siliguri,Manipur,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02618,"Narula, Cherian and Shroff",home,2021-10-15,Active,Warangal,Sikkim,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02619,Desai-Lall,home,2025-04-05,Active,Ahmedabad,Uttar Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02620,Sidhu LLC,"home, Electronics",2023-01-18,Active,Ahmednagar,Meghalaya,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02621,"Kala, Munshi and Tata","clothing, sports",2022-05-15,Active,Anantapur,Arunachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02622,"Pradhan, Chokshi and Dhar","clothing, Electronics",2021-07-27,Active,Aurangabad,Punjab,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02623,Nigam-Karpe,"clothing, sports",2025-01-31,Inactive,Bokaro,Manipur,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02624,Narayan-Nanda,Furniture,2023-09-06,Active,Miryalaguda,Tripura,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02625,Barad-Gour,Furniture,2023-10-30,Inactive,Gandhidham,Madhya Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02626,Madan Group,beauty,2021-10-18,Active,Ranchi,Himachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02627,Kulkarni and Sons,"clothing, Furniture",2022-12-06,Inactive,Belgaum,Uttar Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02628,Patla-Varma,beauty,2023-03-14,Inactive,Sangli-Miraj & Kupwad,Mizoram,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02629,"Manda, Shanker and Chada","sports, home",2021-08-27,Active,Deoghar,Himachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02630,"Bhakta, Sahota and Sagar","clothing, beauty",2022-06-12,Inactive,Tiruchirappalli,West Bengal,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02631,Sastry LLC,clothing,2025-04-06,Inactive,Bokaro,Assam,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02632,Dhillon-Sarraf,"Electronics, Furniture",2026-01-28,Active,Danapur,Telangana,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02633,Om PLC,"home, Electronics",2022-06-05,Active,Sikar,Maharashtra,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02634,"Sawhney, Patla and Nigam",Furniture,2025-07-01,Inactive,Mira-Bhayandar,Madhya Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02635,Thaman-D’Alia,"sports, beauty",2021-06-15,Inactive,Noida,Assam,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02636,Chacko and Sons,"home, sports",2024-05-15,Active,Siliguri,Himachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02637,"Palla, Chana and Ramanathan","sports, beauty",2024-11-08,Active,Rampur,Uttar Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02638,"Jhaveri, Shah and Gandhi",beauty,2023-05-16,Active,Bharatpur,Assam,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02639,Nori-Raman,Electronics,2022-05-02,Inactive,Pali,Nagaland,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02640,"Oza, Vora and Seth",sports,2022-11-23,Active,Nizamabad,Telangana,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02641,Acharya-Oak,"clothing, beauty",2024-04-06,Inactive,Suryapet,Tamil Nadu,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02642,Atwal Ltd,"Furniture, home",2024-01-13,Inactive,Latur,Mizoram,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02643,"Hegde, Ramakrishnan and Chhabra",beauty,2025-08-03,Active,Serampore,Chhattisgarh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02644,"Johal, Patla and Suri",clothing,2025-01-15,Inactive,Mumbai,Bihar,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02645,Thaman Inc,beauty,2024-05-19,Active,Bhilai,Bihar,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02646,Reddy-Saini,Furniture,2025-11-09,Active,Fatehpur,Rajasthan,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02647,"Wable, Dewan and Balan","sports, home",2021-06-24,Inactive,Gulbarga,Uttarakhand,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02648,"Nayar, Ravi and Majumdar",sports,2025-04-25,Active,Bokaro,Odisha,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02649,Contractor Group,home,2022-04-17,Inactive,Hindupur,Telangana,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02650,Nayar-Shanker,Furniture,2025-09-15,Inactive,Surat,Himachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02651,"Swaminathan, Gara and Anne","home, beauty",2022-07-23,Inactive,Kulti,Sikkim,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02652,Madan-Merchant,beauty,2023-12-03,Inactive,Anantapuram,Telangana,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02653,"Ben, Sarin and Ravi","Electronics, clothing",2026-02-14,inactive,Latur,Maharashtra,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02654,Rai-Bains,"Furniture, home",2023-02-12,Active,Satara,Uttar Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02655,Sood Inc,"beauty, home",2021-05-21,Active,Kharagpur,Maharashtra,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02656,Brar LLC,Electronics,2025-02-20,Active,Mango,Odisha,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02657,"Mohan, Purohit and Mody","sports, clothing",2023-08-11,Active,Tezpur,Uttar Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02658,Sood Ltd,"Furniture, beauty",2024-12-30,Inactive,Hajipur,Tripura,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02659,"Bandi, Goda and Garg","beauty, Furniture",2023-12-14,Active,Siwan,Kerala,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02660,Dash-Mand,sports,2025-02-05,Inactive,Indore,Tripura,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02661,"Dube, Bir and Nagarajan","Electronics, Furniture",2021-09-27,Active,Bidhannagar,Punjab,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02662,"Dey, Chada and Wali",Electronics,2022-04-12,Inactive,Firozabad,Manipur,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02663,"Sankar, Naik and Sachdev",beauty,2026-03-17,Active,Tenali,Arunachal Pradesh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02664,"Gole, Bhatia and Varma",clothing,2021-08-31,Active,Kulti,Chhattisgarh,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
SELL02665,"Patla, Mishra and Bora",clothing,2021-08-20,Active,Hyderabad,Kerala,sellers.csv,2026-04-27T11:46:51.759+05:30,2026-04-27T11:47:56.160+05:30
